numero_de_cliente	foto_mes	active_quarter	cliente_vip	internet	cliente_edad	cliente_antiguedad	mrentabilidad	mrentabilidad_annual	mcomisiones	mactivos_margen	mpasivos_margen	cproductos	tpaquete1	tpaquete2	tpaquete7	tpaquete9	tcuentas	ccuenta_corriente	mcuenta_corriente_adicional	mcuenta_corriente	ccaja_ahorro	mcaja_ahorro	mcaja_ahorro_adicional	mcaja_ahorro_dolares	mdescubierto_preacordado	mcuentas_saldo	ctarjeta_debito	ctarjeta_debito_trx	mautoservicio	ctarjeta_visa	ctarjeta_visa_trx	mtarjeta_visa_consumo	ctarjeta_master	ctarjeta_master_trx	mtarjeta_master_consumo	cprestamos_personales	mprestamos_personales	cprestamos_prendarios	mprestamos_prendarios	cprestamos_hipotecarios	mprestamos_hipotecarios	cplazo_fijo	mplazo_fijo_dolares	mplazo_fijo_pesos	cinversion1	minversion1_pesos	minversion1_dolares	cinversion2	minversion2	cseguro_vida	cseguro_auto	cseguro_vivienda	cseguro_accidentes_personales	ccaja_seguridad	cpayroll_trx	mpayroll	mpayroll2	cpayroll2_trx	ccuenta_debitos_automaticos	mcuenta_debitos_automaticos	ctarjeta_visa_debitos_automaticos	mtarjeta_visa_debitos_automaticos	ctarjeta_master_debitos_automaticos	mttarjeta_master_debitos_automaticos	cpagodeservicios	mpagodeservicios	cpagomiscuentas	mpagomiscuentas	ccajeros_propios_descuentos	mcajeros_propios_descuentos	ctarjeta_visa_descuentos	mtarjeta_visa_descuentos	ctarjeta_master_descuentos	mtarjeta_master_descuentos	ccomisiones_mantenimiento	mcomisiones_mantenimiento	ccomisiones_otras	mcomisiones_otras	cforex	cforex_buy	mforex_buy	cforex_sell	mforex_sell	ctransferencias_recibidas	mtransferencias_recibidas	ctransferencias_emitidas	mtransferencias_emitidas	cextraccion_autoservicio	mextraccion_autoservicio	ccheques_depositados	mcheques_depositados	ccheques_emitidos	mcheques_emitidos	ccheques_depositados_rechazados	mcheques_depositados_rechazados	ccheques_emitidos_rechazados	mcheques_emitidos_rechazados	tcallcenter	ccallcenter_trx	thomebanking	chomebanking_trx	ccajas_trx	ccajas_consultas	ccajas_depositos	ccajas_extracciones	ccajas_otras	catm_trx	matm	catm_trx_other	matm_other	ctrx_quarter	tmobile_app	cmobile_app_trx	Master_delinquency	Master_status	Master_mfinanciacion_limite	Master_Fvencimiento	Master_Finiciomora	Master_msaldototal	Master_msaldopesos	Master_msaldodolares	Master_mconsumospesos	Master_mconsumosdolares	Master_mlimitecompra	Master_madelantopesos	Master_madelantodolares	Master_fultimo_cierre	Master_mpagado	Master_mpagospesos	Master_mpagosdolares	Master_fechaalta	Master_mconsumototal	Master_cconsumos	Master_cadelantosefectivo	Master_mpagominimo	Visa_delinquency	Visa_status	Visa_mfinanciacion_limite	Visa_Fvencimiento	Visa_Finiciomora	Visa_msaldototal	Visa_msaldopesos	Visa_msaldodolares	Visa_mconsumospesos	Visa_mconsumosdolares	Visa_mlimitecompra	Visa_madelantopesos	Visa_madelantodolares	Visa_fultimo_cierre	Visa_mpagado	Visa_mpagospesos	Visa_mpagosdolares	Visa_fechaalta	Visa_mconsumototal	Visa_cconsumos	Visa_cadelantosefectivo	Visa_mpagominimo	clase_ternaria	cluster2
43287396	202008	1	0	1	54	57	2426.8	26688.56	2303.57	19.71	85.61	7	1	0	0	0	1	1	0	-181.91	2	2948.77	0	0	1.17	-1409.89	1	0	0	1	6	3591.86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	2961.18	0	0	0	0	4	19374.47	0	0	0	0	0	0	1	1923.24	8	2303.57	0	0	0	0	0	2	10504.26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	36	0	0	0	0	0	0	0	0	0	58	0	0	0	0	126360	-943	53	0	0	0	351	0	140400	0	0	4	0	-795.6	0	1532.5	351	1	0	0	0	0	505440	-1216	51	3131.14	3403.9	259.52	3211.26	1.64	561600	0	0	5	0	-5322.62	2.32	1722	3211.26	8	0	210.6	BAJA+2	1
43290714	202006	0	0	0	52	56	0	0	0	0	0	5	1	0	0	0	1	1	0	0	2	11.07	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126360	-943	53	0	0	0	351	0	140400	0	0	4	0	-795.6	0	1532.5	351	1	0	0	0	0	126360	-1460	51	167.23	209.07	0	984.14	0	168480	0	0	4	0	-3032.985	0	1820	984.14	2	0	0	BAJA+2	6
43293287	202009	1	0	1	58	59	1720.23	20616.4	1585.54	33.51	81.61	7	1	0	0	0	1	1	0	0	2	5252.86	0	0	1.17	2900.17	1	0	0	1	1	520.65	1	0	0	0	0	1	10174.39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	520.65	0	0	0	0	0	0	0	0	0	0	0	0	1	1361.45	9	1585.54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	9	0	0	0	0	0	0	0	0	0	15	0	0	0	0	126360	-1155	53	0	0	0	351	0	140400	0	0	0	0	-795.6	0	1773	351	1	0	0	0	0	126360	-425	51	451.68	528.46	0	520.65	0	140400	0	0	0	0	-528.46	0	1773	520.65	1	0	23.4	BAJA+2	3
43293708	202005	1	0	0	62	55	1822.01	6105.85	1726.11	81.97	0	7	1	0	0	0	1	1	0	-2189.52	2	0	0	0	1.17	-4230.5	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1923.24	2	1726.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	707616	-547	53	0	0	0	351	0	786240	0	0	4	0	-795.6	0	1659	351	1	0	0	0	0	505440	-1277	51	0	0	0	984.14	0	561600	0	0	4	0	-3032.985	0	1659	984.14	2	0	0	BAJA+2	5
43299592	202007	0	0	0	34	11	0	0	0	0	0	6	1	0	0	0	2	1	0	0	2	0	0	0	1.17	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88452	-1521	53	0	0	0	351	0	98280	0	0	2	0	-795.6	0	306	351	1	0	0	0	0	101088	-1886	51	0	0	0	984.14	0	112320	0	0	2	0	-3032.985	0	306	984.14	2	0	0	BAJA+2	6
43301116	202008	1	0	1	75	58	1229.97	10773.93	1221.91	6.59	0.3	5	1	0	0	0	1	1	0	-1084.37	2	19.83	0	0	1.17	-1046.06	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1361.45	2	1221.91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	11	0	0	0	0	126360	-943	53	0	0	0	351	0	140400	0	0	4	0	-795.6	0	1532.5	351	1	0	0	0	0	101088	-1551	51	0	0	0	984.14	0	112320	0	0	12	0	-3032.985	0	1777	984.14	2	0	0	BAJA+2	2
43303773	202001	0	0	1	61	51	1180.24	11146.57	1076.1	0	89.01	6	1	0	0	0	1	1	0	0	2	5256.54	0	0	1.17	6.35	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6325.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1199	2	1076.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	63180	-942	53	0	0	0	351	0	70200	0	0	2	0	-795.6	0	1262	351	1	0	0	0	0	126360	-2038	51	0	0	0	984.14	0	140400	0	0	2	0	-3032.985	0	1262	984.14	2	0	0	BAJA+2	2
43306375	202008	1	0	1	32	58	1478.66	18280.06	1221.91	0	219.45	4	1	0	0	0	1	1	0	0	2	14473.26	0	1132.53	1.17	14155.94	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1361.45	2	1221.91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	16	0	0	0	0	0	0	0	0	0	3	1	0	0	9	63180	-1185	53	0	0	0	351	0	70200	0	0	5	0	-795.6	0	1754	351	1	0	0	0	9	101088	-1551	51	0	0	0	984.14	0	112320	0	0	5	0	-3032.985	0	1754	984.14	2	0	0	BAJA+2	2
43314791	202001	1	0	0	31	50	1363.08	4182.09	1326.65	-6.9	38.04	6	1	0	0	0	1	1	0	-899.48	2	0	0	18.35	1.17	-2354.97	1	0	0	1	1	2853.63	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2853.63	0	0	0	0	0	0	0	0	0	0	0	0	1	1361.45	6	1326.65	0	0	0	0	0	1	3510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	31590	-1520	53	-11.7	-11.7	0	351	0	35100	0	0	2	0	-795.6	0	1417	351	1	0	0	0	0	88452	-1915	51	2468.27	2887.87	0	2853.63	0	98280	0	0	2	0	-2887.87	0	1375	2853.63	1	0	140.4	BAJA+2	3
43316616	202011	1	0	0	40	60	102.19	21088.95	62.47	24.04	9.91	4	1	0	0	0	1	1	0	0	2	586.82	0	199.74	1.17	479.43	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	62.47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	1	0	0	126360	-943	53	0	0	0	351	0	140400	0	0	4	0	-795.6	0	1532.5	351	1	0	0	0	0	126360	-1460	51	167.23	209.07	0	984.14	0	168480	0	0	4	0	-3032.985	0	1820	984.14	2	0	0	BAJA+2	6
43325322	202005	1	0	0	43	55	-1450.6	36364.85	0	-1266.86	27.03	8	1	0	0	0	1	1	0	-3608.59	2	0	0	0	1.17	-3670.99	1	0	0	1	0	0	0	0	0	0	0	1	667537.56	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	126360	-943	53	0	0	0	351	0	140400	0	0	4	0	-795.6	0	1532.5	351	1	0	0	0	0	151632	-609	51	-1688.28	-1975.28	0	984.14	0	168480	0	0	11	0	-3032.985	0	1600	984.14	2	0	0	BAJA+2	6
43327137	202011	1	0	0	44	61	1617.86	18412.82	1538.56	59.41	8.37	8	1	0	0	0	1	1	0	-2781.1	2	0	0	0	1.17	-4200.53	1	0	0	1	1	827.28	1	0	0	2	4300.08	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	827.28	0	0	0	0	0	0	0	0	0	0	0	0	1	1361.45	6	1538.56	0	0	0	0	0	1	4095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	63180	-364	53	0	0	0	351	0	70200	0	0	5	0	-795.6	0	1832	351	1	0	0	0	0	63180	-364	51	715.56	837.2	0	827.28	0	70200	0	0	5	0	-837.2	0	1832	827.28	1	0	35.1	BAJA+2	3
43330147	202001	1	0	0	22	51	1243.08	23152.65	549.03	567.05	26.16	10	1	0	0	0	1	1	0	-6852.06	2	0	0	0	0	-7280.32	1	0	0	0	0	0	0	0	0	2	98803.53	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	549.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	7	0	-212	53	0	0	0	351	0	70200	0	0	2	0	-795.6	0	901	351	1	0	0	1	7	0	-1946	82	42254.56	49437.83	0	0	0	140400	0	0	2	0	0	0	1355	0	0	0	49432.5	BAJA+2	2
43338686	202007	0	0	1	59	57	2003.07	28151.06	1726.11	232.65	4.07	5	1	0	0	0	1	1	0	-7731.18	2	0	0	83.76	1.17	-9911.16	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1923.24	2	1726.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126360	-943	53	0	0	0	351	0	140400	0	0	4	0	-795.6	0	1532.5	351	1	0	0	0	0	126360	-1460	51	167.23	209.07	0	984.14	0	168480	0	0	4	0	-3032.985	0	1820	984.14	2	0	0	BAJA+2	2
43345296	202001	0	0	0	54	51	117.26	5336.05	0	100.23	0	6	1	0	0	0	1	1	0	-7935.4	2	0	0	0	0	-8532.86	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1089.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50544	-668	53	0	0	0	351	0	56160	0	0	2	0	-795.6	0	1524	351	1	0	0	0	0	25272	-668	51	0	0	0	984.14	0	28080	0	0	2	0	-3032.985	0	1524	984.14	2	0	0	BAJA+2	6
43351240	202009	1	0	1	65	59	1.29	118.66	0	0	1.11	7	1	0	0	0	1	1	0	0	3	0	76.45	0	1.17	114.97	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	16965	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	16965	0	0	12	1	10	0	0	126360	-2190	53	0	0	0	351	0	140400	0	0	0	0	-795.6	0	9	351	1	0	0	0	0	151632	-2190	51	0	0	0	984.14	0	168480	0	0	0	0	-3032.985	0	9	984.14	2	0	0	BAJA+2	4
43351387	202004	1	0	1	25	53	101.33	24915.94	67.36	17.76	11.27	6	1	0	0	0	1	1	0	-138.65	2	0	0	0	1.17	-0.02	1	0	0	1	4	867.4	1	1	1415.58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	80.76	0	0	0	0	1	667.91	0	0	0	0	0	0	0	0	6	67.36	0	0	0	0	0	2	4450.68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	45	0	0	0	0	0	0	0	0	0	51	1	30	0	0	202176	-1339	53	1432.57	1432.57	0	0	0	224640	0	0	1	0	-2103.51	0	1585	0	0	0	152.1	0	0	126360	-1705	51	947.65	476.92	631.82	698.51	6.8	140400	0	0	1	0	-1417.38	9.45	1585	698.51	5	0	269.1	BAJA+2	3
43359876	202007	1	0	1	34	57	1045.83	3117.38	1222.35	-162.95	12.08	4	1	0	0	0	1	1	0	-106.28	2	800.26	0	0	0	-1647.45	2	1	70.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1361.45	4	1222.35	0	0	0	0	0	2	12870	2	12870	0	0	0	0	0	0	0	0	0	0	0	0	1	12	0	0	0	0	0	0	0	0	0	29	1	9	0	0	126360	-943	53	0	0	0	351	0	140400	0	0	4	0	-795.6	0	1532.5	351	1	0	0	0	0	126360	-1460	51	167.23	209.07	0	984.14	0	168480	0	0	4	0	-3032.985	0	1820	984.14	2	0	0	BAJA+2	2
43363310	202001	0	0	0	83	50	41.93	-2156.91	0	33.97	1.87	5	1	0	0	0	1	1	0	-1109.85	2	0	0	0	0	-1662.86	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126360	-943	53	0	0	0	351	0	140400	0	0	4	0	-795.6	0	1532.5	351	1	0	0	0	0	126360	-1460	51	167.23	209.07	0	984.14	0	168480	0	0	4	0	-3032.985	0	1820	984.14	2	0	0	BAJA+2	6
43371729	202004	1	0	1	54	54	1374.46	10280.59	1202.06	-143.64	290.99	5	1	0	0	0	1	1	0	14263.1	2	7006.34	0	3648.66	1.17	21419.97	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1199	8	1202.06	1	0	0	1	234	0	0	0	0	4	17550	0	0	1	36270	0	0	0	0	0	0	1	33	0	0	0	0	0	4	17550	0	0	154	1	51	0	0	126360	-943	53	0	0	0	351	0	140400	0	0	4	0	-795.6	0	1532.5	351	1	0	0	0	0	101088	-2101	51	0	0	0	984.14	0	112320	0	0	1	0	-3032.985	0	1212	984.14	2	0	0	BAJA+2	2
43373404	202006	0	0	0	26	56	0	0	0	0	0	6	1	0	0	0	1	1	0	0	2	1802.73	0	0	1.17	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8014.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	88452	-122	53	0	0	0	351	0	98280	0	0	-1	0	-795.6	0	992	351	1	0	0	0	0	75816	-1644	51	224.16	262.26	0	0	0	84240	0	0	-1	0	-262.26	0	1671	0	0	0	23.4	BAJA+2	2
43392178	202008	1	0	1	41	57	65.54	3783.62	55.71	-20.48	28.88	7	1	0	0	0	1	1	0	0	2	1905.01	0	0	1.17	18.57	2	3	8868.88	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	31.64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	55.71	0	0	0	0	0	1	26613.32	0	0	7	38610	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	38610	0	0	51	1	12	0	0	101088	-1613	53	0	0	0	351	0	112320	0	0	5	0	-795.6	0	232	351	1	0	0	0	0	101088	-576	51	0	0	0	984.14	0	112320	0	0	5	0	-3032.985	0	1630	984.14	2	0	0	BAJA+2	4
43394911	202005	1	0	1	55	49	-37106.65	209356.18	0	-31746.14	31.05	6	1	0	0	0	1	1	0	-2538428.29	2	0	0	0.8	0	-2537021.62	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	10	1	76	1	3	0	0	0	0	0	0	0	16	0	0	0	0	126360	-943	53	0	0	0	351	0	140400	0	0	4	0	-795.6	0	1532.5	351	1	0	0	0	0	588.51	-2190	51	0	0	0	984.14	0	1177.31	0	0	11	0	-3032.985	0	13	984.14	2	0	0	BAJA+2	4
43397892	202006	0	0	0	76	48	0	0	0	0	0	7	1	0	0	0	1	1	0	0	2	1729.56	0	478371.41	1.17	0	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1923.24	0	0	0	0	0	0	0	1	3510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	707616	-882	53	0	0	0	351	0	786240	0	0	-1	0	-795.6	0	1325	351	1	0	0	0	0	252720	-882	51	0	0	0	984.14	0	280800	0	0	-1	0	-3032.985	0	1325	984.14	2	0	0	BAJA+2	4
43414766	202011	1	0	0	61	33	993.64	29684.86	1226.38	-205.33	6.41	5	1	0	0	0	1	1	0	-1795.73	2	0	0	0	1.17	-3491.78	2	10	26150.74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1199	4	1226.38	0	0	0	0	0	1	34164	0	0	4	14625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	14625	0	0	24	0	0	0	0	126360	-943	53	0	0	0	351	0	140400	0	0	4	0	-795.6	0	1532.5	351	1	0	0	0	0	126360	-1460	51	167.23	209.07	0	984.14	0	168480	0	0	4	0	-3032.985	0	1820	984.14	2	0	0	BAJA+2	2
43417989	202005	1	0	1	61	54	-775.31	-6249.04	400.81	-1283.74	278.5	7	1	0	0	0	1	1	0	-295.37	2	0	0	2715.89	1.17	-297.47	2	0	0	1	14	28758.09	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1789.49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	400.81	1	0	0	1	175.5	1	10342.8	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	42	1	0	0	1	0	0	0	0	0	28	0	0	0	0	541144.48	-1733	53	0	0	0	351	0	601289.44	0	0	4	0	-795.6	0	117	351	1	0	0	0	0	541144.48	-1674	51	22304.15	26095.85	0	18586.71	0	601289.44	0	0	4	0	-12043.45	0	1657	18586.71	7	0	0	BAJA+2	3
43421602	202010	1	0	0	60	59	2302.48	12242.75	1698.34	510.04	6.32	8	1	0	0	0	1	1	0	-9654.31	2	0	0	0	1.17	-11534.63	2	0	0	1	1	520.65	1	0	0	0	0	1	326339.27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	520.65	0	0	0	0	0	0	0	0	0	0	0	0	1	1720.19	6	1698.34	0	0	0	0	0	1	40365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	13	0	0	0	0	0	0	0	0	0	12	0	0	0	0	176904	-1399	53	0	0	0	351	0	196560	0	0	3	0	-795.6	0	433	351	1	0	0	0	0	176904	-272	51	450.34	526.89	0	520.65	0	196560	0	0	3	0	-526.89	0	832	520.65	1	0	23.4	BAJA+2	3
43449490	202008	0	0	0	61	20	1292.27	1633.96	1221.91	60.14	0	4	1	0	0	0	1	1	0	-2001.56	2	0	0	0	1.17	-3448.35	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1361.45	2	1221.91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126360	-943	53	0	0	0	351	0	140400	0	0	4	0	-795.6	0	1532.5	351	1	0	0	0	0	126360	-1460	51	167.23	209.07	0	984.14	0	168480	0	0	4	0	-3032.985	0	1820	984.14	2	0	0	BAJA+2	5
43452339	202004	1	0	1	34	39	1264.59	15874.7	1221.91	5.55	30.93	5	1	0	0	0	1	1	0	-1.04	2	2263	0	0	1.17	-15.71	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1361.45	2	1221.91	0	0	0	0	0	2	11408.67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	9	0	0	0	0	0	0	0	0	0	19	0	0	0	0	126360	-943	53	0	0	0	351	0	140400	0	0	4	0	-795.6	0	1532.5	351	1	0	0	0	0	50544	-2129	51	0	0	0	984.14	0	56160	0	0	1	0	-3032.985	0	1176	984.14	2	0	0	BAJA+2	2
43454190	202001	1	0	1	45	40	158.64	3436.07	60.07	0.06	84.18	6	1	0	0	0	1	1	0	-352.79	2	4715.43	0	0	1.17	3239.78	1	6	8911.91	1	1	304.2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	304.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	60.07	0	0	0	0	0	0	0	1	1544.4	0	0	0	0	0	0	0	0	0	0	0	0	1	7	0	0	0	0	0	0	0	0	0	43	0	0	0	0	88452	-1003	53	0	0	0	351	0	98280	0	0	2	0	-795.6	0	1212	351	1	0	0	0	0	88452	-2099	51	263.12	307.85	0	304.2	0	98280	0	0	2	0	-367.05	0	1212	304.2	1	0	11.7	BAJA+2	3
43456989	202005	1	0	1	44	33	874.59	13246.62	610.95	225.34	0	6	1	0	0	0	1	1	0	-5796.12	2	0	0	0	1.17	-6589.12	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	680.72	2	610.95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	0	0	0	0	0	0	0	0	0	4	0	0	0	0	126360	-1947	53	0	0	0	351	0	140400	0	0	11	0	-795.6	0	1008	351	1	0	0	0	0	63180	-2039	51	0	0	0	984.14	0	70200	0	0	4	0	-3032.985	0	900	984.14	2	0	0	BAJA+2	2
43470821	202011	1	0	0	60	9	2498.64	10380.67	1221.91	0	1091.22	6	1	0	0	0	1	1	0	0	2	67819.05	0	57070.28	1.17	115820.33	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1361.45	2	1221.91	0	0	0	0	0	0	0	4	124137	0	0	0	0	0	0	0	0	0	0	0	0	1	33	0	0	0	0	0	0	0	0	0	16	0	1	0	0	126360	-1581	53	0	0	0	351	0	140400	0	0	5	0	-795.6	0	258	351	1	0	0	0	0	126360	-1946	51	0	0	0	984.14	0	140400	0	0	5	0	-3032.985	0	258	984.14	2	0	0	BAJA+2	4
